David Brooks,0.5
David Button,0
David Luiz,0.5
David Martin,0
David McGoldrick,-4.9
David Ozoh,0
David Raya,-0.1
David Silva,-0.4
David de Gea,0
Davinson Sánchez,-1.8
Davy Pröpper,-0.8
DeAndre Yedlin,0.1
Dean Henderson,-0.1
Declan Rice,-1.6
Degnand Gnonto,0.6
Dejan Kulusevski,2.3
Dejan Lovren,-0.4
Dele Alli,-2.8
Demarai Gray,-1.5
Denis Odoi,-0.1
Denis Zakaria,-0.2
Deniz Undav,-2.2
Dennis Praet,0.7
Dennis Srbeny,0.5
Dexter Lembikisa,0
Diego Carlos,-0.4
Diego Costa,-1.6
Diego Llorente,1.5
Diego Rico,-0.4
Dimitri Foulquier,0
Dimitris Giannoulis,-0.1
Diogo Dalot,-2.3
Diogo Jota,-3.5
Divin Mubama,0
Divock Origi,2.6
Djed Spence,-0.1
Djibril Sidibé,-0.4
Domingos Quina,0
Dominic Calvert-Lewin,-6.2
Dominic Solanke,-4.3
Dominic Thompson,-0.1
Donny van de Beek,0.9
Douglas Luiz,0.9
Duje Ćaleta-Car,0.2
Dwight Gayle,-2.8
Dwight McNeil,0.7
Eberechi Eze,4.8
Eddie Nketiah,-3.7
Ederson,0
Edinson Cavani,0.6
Edo Kayembe,-0.1
Edouard Mendy,0
Elliot Anderson,-0.8
Ellis Simms,0.1
Emerson,-0.1
Emerson Palmieri,-0.8
Emi Buendía,-1.2
Emil Krafth,0.1
Emile Smith Rowe,3.9
Emiliano Marcondes,0
Emiliano Martínez,0
Emmanuel Dennis,2.9
Enda Stevens,-0.6
Enock Mwepu,-0.3
Enzo Fernández,-0.6
Eric Bailly,-0.1
Eric Dier,-2.5
Eric García,-0.6
Erik Pieters,-0.9
Erling Haaland,9.6
Ethan Ampadu,-0.3
Ethan Nwaneri,0
Ethan Pinnock,-0.5
Evan Ferguson,0.5
Ezequiel Schelotto,-0.2
Ezgjan Alioski,0.4
Ezri Konsa,-1.3
Fabian Delph,-0.1
Fabian Schär,-1.6
Fabinho,1.8
Fabio Carvalho,0.7
Fabio Vieira,0.2
Fabián Balbuena,-0.2
Facundo Buonanotte,-0.1
Facundo Pellistri,0
Faustino Anjorin,0
Federico Fernández,-0.1
Felipe,-0.5
Felipe Anderson,-1.5
Femi Seriki,0
Fernandinho,-1.3
Fernando Marçal,-0.5
Ferrán Torres,1.3
Fikayo Tomori,0.6
Filip Krovinović,-0.3
Finley Stevens,0
Florian Lejeune,0.8
Florin Andone,0.6
Flynn Downes,-0.3
Folarin Balogun,-0.2
Francisco Sierralta,-0.1
Francisco Trincão,-1.7
Frank Onyeka,-1.6
Fraser Forster,0
Fred,0.3
Freddie Woodman,0
Frederic Guilbert,-0.3
Fábio Silva,-3.1
Gabriel Dos Santos,1
Gabriel Jesus,-9.6
Gaetano Berardi,-0.1
Gareth Bale,5.2
Gary Cahill,-1.3
Gavin Bazunu,0
Gaëtan Bong,0
Gedson Fernandes,0
George Baldock,0.2
George Hirst,-0.1
Georges-Kévin N'Koudou,0
Georginio Rutter,-0.3
Georginio Wijnaldum,0.8
Gerard Deulofeu,-2.3
Gianluca Scamacca,0.5
Giovani Lo Celso,-2.3
Giulian Biancone,0
Glenn Murray,-1.4
Gonçalo Guedes,-0.2
Grady Diangana,-0.1
Granit Xhaka,2.2
Grant Hanley,-1.7
Gustavo Scarpa,-0.3
Gylfi Sigurðsson,-2.5
Hakim Ziyech,0.1
Hal Robson-Kanu,0.8
Halil Dervişoğlu,0
Hamed Junior Traorè,-0.9
Hamza Choudhury,0.2
Hannibal Mejbri,-0.1
Harrison Ashby,0
Harrison Reed,1
Harry Kane,11.8
Harry Maguire,-2.6
Harry Souttar,-1.4
Harry Toffolo,-0.3
Harry Wilson,3.2
Harry Winks,-0.7
Harvey Barnes,3.8
Harvey Elliott,-1.6
Harvey White,0
Hassane Kamara,0.8
Henri Lansbury,-0.1
Henrikh Mkhitaryan,-0.3
Hugo Bueno,-0.2
Hugo Lloris,0
Hwang Hee-chan,1.1
Héctor Bellerín,0.8
Hélder Costa,0.8
Ian Carlo Poveda,-0.3
Ibrahim Amadou,-0.8
Ibrahima Diallo,-1.1
Ibrahima Konaté,-1.3
Idrissa Gana Gueye,-0.3
Ignacio Pussetto,0
Iliman Ndiaye,0
Illan Meslier,-0.1
Illia Zabarnyi,0
Imran Louza,-1.2
Indiana Vassilev,0
Isaac Hayden,-0.3
Isaac Price,-0.1
Isaac Success,-0.1
Islam Slimani,-0.1
Ismaila Sarr,-0.9
Issa Diop,3.6
Ivan Cavaleiro,-3.4
Ivan Perišić,-1.5
Ivan Toney,1
Jack Butland,0
Jack Colback,0
Jack Cork,-1.9
Jack Grealish,1.1
Jack Harrison,5.5
Jack O'Connell,-1
Jack Robinson,-0.7
Jack Rodwell,0
Jack Simpson,0
Jack Stacey,-0.6
Jack Stephens,-1.2
Jack Wilshere,0
Jacob Murphy,-1.5
Jacob Ramsey,2.4
Jaden Philogene Bidace,0
Jadon Sancho,0.4
Jaidon Anthony,0.8
Jake Livermore,-0.3
Jake Vokins,0
Jakob Sørensen,-0.5
Jakub Kiwior,0
Jakub Moder,-3.4
Jamaal Lascelles,1.2
Jamal Lewis,0.5
Jamal Lowe,0
James Bree,0
James Garner,-0.2
James Justin,-1.1
James Maddison,13.4
James McArthur,-2.6
James McCarthy,-0.5
James Mcatee,-0.1
James Milner,-1.4
James Rodríguez,3.2
James Tarkowski,-5.5
James Tomkins,0.2
James Ward-Prowse,6.8
Jamie Shackleton,-0.2
Jamie Vardy,1.3
Jan Bednarek,1.6
Jan Paul van Hecke,-0.6
Jan Vertonghen,0.6
Jannik Vestergaard,1
Japhet Tanganga,-0.9
Jarrad Branthwaite,0.5
Jarrod Bowen,-3.1
Jason Steele,0
Javier Hernández,0
Javier Manquillo,0.7
Jay Rodriguez,-5.6
Jay Stansfield,-0.3
Jayden Bogle,0.1
Jayson Molumby,0
Jaïro Riedewald,1.3
Jean-Philippe Gbamin,0
Jean-Philippe Mateta,-1.3
Jed Steer,0
Jeff Hendrick,2.1
Jefferson Lerma,0.7
Jeffrey Schlupp,1.4
Jeremy Ngakia,-0.1
Jeremy Sarmiento,-0.3
Jesse Lingard,4
Jesuran Rak Sakyi,0
Jesús Vallejo,0
Jetro Willems,1.4
Jhon Durán,-0.6
Jimmy Dunne,0.5
Joachim Andersen,-1.5
Joe Aribo,0.5
Joe Bryan,0.4
Joe Gelhardt,-1.8
Joe Gomez,-0.2
Joe Rodon,0
Joe Rothwell,-0.1
Joe Willock,-0.8
Joe Worrall,0.5
Joel Mumbongo,0
Joel Ward,-0.8
Joelinton,-5.3
John Egan,-1.5
John Fleck,1.3
John Lundstram,-2.2
John McGinn,0.1
John Ruddy,0
John Stones,2.3
Jon Rowe,-0.3
Jonas Lössl,0
Jonathan Kodjia,-0.1
Jonjo Shelvey,2.9
Jonjoe Kenny,-0.2
Jonny Castro,2
Jonny Evans,-2.2
Jordan Ayew,0.5
Jordan Henderson,1.9
Jordan Pickford,0
Jordan Thomas,0
Jordan Zemura,-0.4
Jordon Ibe,0
Jorginho,0.9
Joseph Hodge,-0.1
Joseph Whitworth,0
Josh Benson,-0.2
Josh Brownhill,-1.8
Josh Dasilva,1.5
Josh Maja,-1.5
Josh Martin,-0.1
Josh Onomah,-0.4
Josh Sargent,-0.5
Joshua King,-5
Josip Drmić,-2.1
José Holebas,-0.3
José Izquierdo,0
José Sá,0
Jota,-0.3
João Cancelo,-2
João Félix,-1.6
João Gomes,0.8
João Moutinho,-0.1
João Palhinha,0.6
João Pedro,-0.6
João Virgínia,0
Joël Matip,0.4
Joël Veltman,-0.5
Juan Foyth,0
Juan Larios,0
Juan Mata,-1.4
Julio César Enciso,0.1
Julián Álvarez,1.8
Junior Firpo,0
Junior Stanislas,0.9
Juraj Kucka,-2.2
Jóhann Berg Guðmundsson,-0.4
Jürgen Locadia,-0.5
Kai Havertz,-5.6
Kaide Gordon,-0.4
Kalidou Koulibaly,1.1
Kalvin Phillips,-0.3
Kamaldeen Sulemana,-1
Kamil Grosicki,-0.1
Kaoru Mitoma,2.7
Karl Darlow,0
Karlan Grant,-0.8
Kasey McAteer,0
Kasper Schmeichel,0
Kayky Chagas,0
Kayne Ramsey,0
Kean Bryan,0.1
Keane Lewis-Potter,-0.5
Keinan Davis,-3.2
Kelechi Iheanacho,1.6
Kelland Watts,0
Ken Sema,-0.1
Kenedy,0
Kenny McLean,-1.2
Kenny Tete,-0.7
Kepa Arrizabalaga,0
Kevin Danso,-0.1
Kevin De Bruyne,11.7
Kevin Long,-0.8
Kevin Mbabu,0
Kevin Schade,-1.9
Keylor Navas,0
Khanya Leshabela,0
Ki Sung-yueng,0
Ki-Jana Hoever,0
Kieffer Moore,0.8
Kieran Dowell,-0.1
Kieran Gibbs,-0.1
Kieran Tierney,1.4
Kieran Trippier,2.1
Kiernan Dewsbury-Hall,-0.5
Kieron Freeman,0
Kiko Casilla,0
Kiko Femenía,-0.2
Kobbie Mainoo,0
Kortney Hause,-0.6
Kostas Tsimikas,-1.2
Kristoffer Ajer,0.2
Kristoffer Klaesson,0
Kurt Zouma,1.5
Kyle Bartley,0.5
Kyle Edwards,-0.1
Kyle Walker,-0.2
Kyle Walker-Peters,-1
Layvin Kurzawa,0
Leander Dendoncker,-0.9
Leandro Trossard,3.9
Lee Peltier,0
Leif Davis,0
Leighton Baines,-0.1
Leo Fuhr Hjelde,0
Leon Bailey,-1.4
Leon Clarke,-0.5
Leroy Sané,-0.1
Levi Colwill,-0.4
Lewis Bate,0
Lewis Brunt,0
Lewis Cook,-0.5
Lewis Dobbin,0
Lewis Dunk,0.4
Lewis Hall,-0.5
Lewis O'Brien,0.7
Lewis Richardson,0
Liam Cooper,-1.2
Liam Delap,0
Liam McCarron,0
Lisandro Martínez,0.5
Lloyd Kelly,-0.2
Lucas Digne,-2.1
Lucas Moura,-1.3
Lucas Paquetá,-1.6
Lucas Torreira,-0.4
Ludwig Augustinsson,-0.1
Luis Díaz,1.7
Luis Sinisterra,0.8
Luka Milivojević,-1.7
Lukas Rupp,-1.6
Luke Ayling,-1.9
Luke Cundle,0
Luke Freeman,-0.1
Luke Harris,0
Luke Shaw,-0.3
Luke Thomas,0.5
Lyanco,-0.6
Lys Mousset,-0.5
Mads Bech Sørensen,-0.1
Mads Bidstrup,0
Mads Roerslev,0.3
Malang Sarr,0
Malcolm Ebiowei,0
Mamadou Sakho,-0.1
Manor Solomon,3
Manuel Akanji,-1.2
Manuel Lanzini,-1
Marc Albrighton,0.6
Marc Cucurella,-0.1
Marc Guéhi,-0.4
Marc Roca,-0.4
Marcel Sabitzer,-0.6
Marco Stiepermann,-1.5
Marcos Alonso,2.8
Marcos Rojo,-0.2
Marcos Senesi,0.5
Marcus Forss,-0.3
Marcus Rashford,4.2
Marcus Tavernier,1.2
Marek Rodák,0
Mario Lemina,0.1
Mario Vrančić,-0.5
Mark Noble,0.5
Mark Travers,0
Marquinhos,0
Martin Dúbravka,0
Martin Kelly,-0.1
Martin Ødegaard,5.6
Martinelli,4.3
Martín Montoya,-1.5
Marvelous Nakamba,-0.2
Mason Greenwood,8.8
Mason Holgate,-1.3
Mason Mount,4.3
Mateo Joseph,-0.1
Mateo Kovačić,-1.3
Mateusz Klich,-1
Matheus Cunha,0.2
Matheus Nunes,-1.1
Matheus Pereira,3.7
Mathew Ryan,0
Mathias Jensen,0
Mathias Jørgensen,0.4
Mathias Normann,0.1
Matt Doherty,-3.6
Matt Phillips,-0.8
Matt Ritchie,-0.8
Matt Targett,0.5
Matthew Longstaff,1.7
Matthew Lowton,0.5
Matty Cash,0.8
Matty James,0
Mattéo Guendouzi,-0.8
Matías Viña,0.6
Matěj Vydra,-4.9
Max Aarons,-1.4
Max Kilman,-2
Max Lowe,-0.1
Max Meyer,-0.5
Max Thompson,0
Maxime Le Marchand,0
Maximilian Wöber,-0.6
Maxwel Cornet,1.3
Maya Yoshida,-0.7
Mbaye Diagne,-3.6
Mbwana Samatta,-1.3
Mesut Özil,-0.4
Michael Hector,-0.1
Michael Keane,3.5
Michael McGovern,0
Michael Obafemi,1.2
Michael Olise,-0.2
Michail Antonio,-7.6
Michy Batshuayi,-1
Miguel Almirón,2.1
Mikkel Damsgaard,-0.6
Milot Rashica,-1.6
Mislav Oršić,0
Mohamed Elneny,0.4
Mohamed Elyounoussi,-4.2
Mohamed Salah,2.7
Mohammed Salisu,-3.8
Moise Kean,-2
Moisés Caicedo,-0.1
Morgan Gibbs-White,-1.6
Morgan Sanson,0
Morgan Schneiderlin,-0.2
Moritz Leitner,-0.3
Moussa Djenepo,-1.9
Moussa Niakhate,-0.3
Moussa Sissoko,-2.2
Muhamed Bešić,-0.2
Mykhailo Mudryk,-1.2
Máximo Perrone,0
N'Golo Kanté,1.3
Nabil Bentaleb,-0.1
Naby Keïta,0.2
Nacho Monreal,0
Nampalys Mendy,0.8
Naouirou Ahamada,-0.2
Nathan Aké,0
Nathan Broadhead,0
Nathan Collins,0.4
Nathan Ferguson,0
Nathan Holland,0
Nathan Patterson,-0.5
Nathan Redmond,-2.9
Nathan Tella,-1.2
Nathan Young-Coombes,0
Nathaniel Chalobah,-0.6
Nathaniel Clyne,-0.3
Nathaniel Phillips,0
Nayef Aguerd,-0.4
Neal Maupay,-12.6
Neco Williams,-0.5
Neeskens Kebano,-0.8
Neil Taylor,-0.2
Nemanja Matić,-0.7
Neto,0
Niall Huggins,0
Nick Pope,0
Nicolas Nkoulou,0
Nicolas Pépé,2.7
Nicolás Otamendi,0.1
Niels Nkounkou,0
Nikola Vlašić,-0.3
Noni Madueke,-0.1
Nuno Tavares,-0.9
Nélson Semedo,-2.2
Odion Ighalo,-1.9
Odsonne Édouard,-0.2
Oghenekaro Etebo,-0.1
Okay Yokuşlu,-0.9
Ola Aina,0.8
Oleksandr Zinchenko,-2.1
Oliver Burke,-1.1
Oliver McBurnie,-4.6
Oliver Norwood,-1
Oliver Skipp,0.5
Olivier Giroud,0.5
Ollie Watkins,-0.6
Omari Hutchinson,0
Ondrej Duda,-0.5
Onel Hernández,-1.2
Orel Mangala,0.4
Oriol Romeu,0.9
Oskar Buur,0
Oumar Niasse,0
Owen Bevan,0
Owen Otasowie,-0.5
Ozan Kabak,-0.4
Ozan Tufan,-0.6
Pablo Fornals,0.1
Pablo Hernández,-1.1
Pablo Marí,-0.2
Pablo Sarabia,-1.9
Pablo Zabaleta,0
Pape Matar Sarr,-0.1
Pascal Groß,-0.8
Pascal Struijk,-0.4
Patrick Bamford,-5.8
Patrick Cutrone,-0.3
Patrick Roberts,0
Patrick van Aanholt,-0.5
Patson Daka,1.3
Paul Dummett,0.6
Paul Onuachu,-0.4
Paul Pogba,-2.8
Paulo Gazzaniga,0
Pedro,-1
Pedro Neto,-0.8
Pedro Porro,-0.1
Pepe Reina,0
Percy Tau,0
Pervis Estupiñán,-0.7
Phil Bardsley,-0.4
Phil Foden,9.5
Phil Jagielka,0
Phil Jones,-0.1
Philip Billing,2.2
Philippe Coutinho,0.8
Pierre Højbjerg,0.1
Pierre Lees-Melou,-0.6
Pierre-Emerick Aubameyang,5.3
Pontus Jansson,0.7
Przemysław Płacheta,-0.4
Raheem Sterling,-0.7
Ralf Fährmann,0
Raphaël Varane,-0.4
Raphinha,1.1
Rasmus Nissen,1.3
Ravel Morrison,0
Rayan Aït Nouri,1.1
Raúl Jiménez,-0.7
Reda Khadra,0
Reece James,0.5
Reiss Nelson,2.1
Rekeem Harper,0
Remo Freuler,-0.4
Renan Lodi,-0.8
Rhian Brewster,-1.8
Rhys Williams,-0.5
Ricardo Pereira,2.7
Richairo Živković,-0.1
Richarlison,-0.3
Rico Henry,0
Rico Lewis,-0.1
Riyad Mahrez,8.2
Rob Holding,-0.8
Robbie Brady,0.1
Robert Snodgrass,2.3
Robert Sánchez,0
Roberto,0
Roberto Firmino,-2.9
Roberto Pereyra,-0.1
Robin Koch,-2.4
Robin Olsen,0
Rodri,4.2
Rodrigo,7.4
Rodrigo Bentancur,2
Romain Perraud,0.2
Romain Saïss,-2.1
Romaine Sawyers,-0.1
Romelu Lukaku,1.4
Roméo Lavia,0.7
Ross Barkley,-1.8
Ruben Loftus-Cheek,-4.9
Rui Patrício,0
Ryan Bennett,-0.1
Ryan Bertrand,-1.1
Ryan Christie,-0.8
Ryan Fraser,-4.6
Ryan Fredericks,0.6
Ryan Sessegnon,-8.33E-17
Ryan Yates,-2.2
Rúben Dias,-2.9
Rúben Neves,3.5
Rúben Vinagre,-0.3
Rúnar Alex Rúnarsson,0
Sadio Mané,0.5
Salomón Rondón,-1.6
Sam Byram,-2
Sam Field,0
Sam Greenwood,0.1
Sam Johnstone,0
Sam Surridge,-1.3
Saman Ghoddos,0.5
Samir Santos,-0.5
Samuel Edozie,-0.9
Samuel Kalu,-0.4
Sander Berge,0.2
Sasa Kalajdzic,-0.3
Saïd Benrahma,0.4
Saúl Ñíguez,-0.3
Saša Lukić,-0.1
Scott Carson,0
Scott Dann,-0.1
Scott McKenna,-0.1
Scott McTominay,3
Sead Kolašinac,-0.4
Sean Longstaff,-3.6
Sebastian Prödl,-0.1
Sekou Mara,0
Semi Ajayi,0.1
Serge Aurier,1.7
Sergi Canós,-0.1
Sergio Agüero,2
Sergio Gómez,-0.3
Sergio Reguilón,-2
Shandon Baptiste,5.55E-17
Shane Duffy,-0.2
Shane Long,-2.8
Shkodran Mustafi,-0.9
Shola Shoretire,0
Sidnei Tavares,-0.1
Simon Francis,-0.1
Simon Moore,0
Siriki Dembélé,-0.2
Sofiane Boufal,-1
Sokratis Papastathopoulos,0.9
Solly March,-2.9
Son Heung-min,17.3
Stefan Bajcetic,0.2
Steve Cook,0.2
Steven Alzate,-1.1
Steven Bergwijn,1.5
Stuart Armstrong,2.4
Stuart Dallas,2.9
Stuart McKinstry,0
Sven Botman,-1.3
Séamus Coleman,-1.3
Sébastien Haller,-0.9
Tahith Chong,-0.1
Taiwo Awoniyi,-1.3
Takehiro Tomiyasu,-0.8
Takumi Minamino,1
Tammy Abraham,-1.3
Tanguy Ndombele,3.6
Tariq Lamptey,-0.8
Tariqe Fosu,0
Taylor Richards,0
Teemu Pukki,-0.6
Terence Kongolo,0
Tetê,-0.7
Theo Corbeanu,0
Theo Walcott,-0.8
Thiago Alcántara,-1.5
Thiago Silva,1.4
Thilo Kehrer,-0.4
Thomas Cannon,-0.1
Thomas Doyle,0
Thomas Partey,-1.2
Tim Iroegbunam,-0.1
Tim Krul,0
Tim Ream,0.7
Timm Klose,-0.2
Timo Werner,-8.2
Timothy Castagne,1.2
Timothy Fosu-Mensah,-0.1
Toby Alderweireld,1.6
Todd Cantwell,0.5
Tom Cairney,-0.2
Tom Cleverley,-1.8
Tom Davies,-1.8
Tom Heaton,0
Tom Trybull,-0.5
Tomáš Souček,-0.8
Tony Springett,-0.2
Tosin Adarabioyo,-0.5
Toti Gomes,-0.1
Trent Alexander-Arnold,-0.5
Trevoh Chalobah,1.5
Troy Deeney,-0.6
Troy Parrott,0
Trézéguet,-0.5
Tyler Adams,-0.1
Tyler Morton,0
Tyler Onyango,0
Tyler Roberts,-2.2
Tyrell Malacia,-0.2
Tyrese Francois,0
Tyrick Mitchell,-0.6
Tyrone Mings,0.2
Valentino Lazaro,0.6
Valentino Livramento,-0.4
Vicente Guaita,0
Victor Bernth Kristiansen,-0.1
Victor Lindelöf,0.8
Victor Wanyama,0
Virgil van Dijk,4.6
Vitaliy Mykolenko,0
Vitaly Janelt,2.4
Vitinha,-0.5
Vladimír Coufal,-2.4
Víctor Camarasa,0
Wayne Hennessey,0
Wes Morgan,-0.5
Wesley Fofana,-1.2
Wesley Moraes,-1.4
Weston McKennie,-0.4
Wilfred Ndidi,-0.2
Wilfried Zaha,6.3
Will Hughes,-1.6
Will Norris,0
William Saliba,1.1
William Smallbone,-0.5
William Thomas Fish,0
William Troost-Ekong,-0.1
Willian,0.6
Willian José,-0.6
Willy Boly,-0.7
Willy Caballero,0
Wout Faes,-0.7
Wout Weghorst,-4.1
Xherdan Shaqiri,0
Yan Valery,-0.5
Yasin Ayari,0
Yerry Mina,-0.5
Yoane Wissa,5
Yoshinori Mutō,-0.1
Youri Tielemans,4.2
Yves Bissouma,0.1
Zack Steffen,0
Álex Moreno,-0.5
Álvaro Fernández,0
Çağlar Söyüncü,-1.1
Érik Lamela,-1
Étienne Capoue,-0.8
Ørjan Nyland,0
İlkay Gündoğan,-0.8
Łukasz Fabiański,0
